row,score
14539,2.0072
6477,1.9984
11343,1.9903
5770,1.9675
14673,1.9601
17670,1.9574
4236,1.945
1351,1.8997
14646,1.8921
5123,1.8898
11848,1.8845
17127,1.8845
18548,1.8422
7470,1.8369
14489,1.8263
8938,1.8239
4664,1.7989
14674,1.7985
14663,1.7849
6331,1.7721
14599,1.7649
14672,1.7453
2665,1.7137
14685,1.7096
13738,1.7034
773,1.6892
1660,1.6647
15058,1.6615
17410,1.646
14638,1.6441
5211,1.6258
9589,1.6075
3409,1.6069
1159,1.6014
6898,1.5695
14644,1.5523
8048,1.5389
14636,1.5062
1143,1.4702
7170,1.4522
10878,1.436
15243,1.4159
1354,1.3895
10601,1.3761
8664,1.3734
15392,1.3435
39,1.3424
167,1.3409
108,1.31
1876,1.261
7572,1.2588
16331,1.2336
4485,1.1355
17539,1.1232
19182,1.1104
623,1.0912
6507,0.544
4242,0.3235
