row,score
9031,3.9107
2926,3.9103
5005,3.9071
12302,3.9071
1112,3.8901
12031,3.8884
11251,3.8847
10808,3.8816
12717,3.8816
16630,3.8805
13622,3.8747
2642,3.8731
9114,3.8725
12833,3.8725
14420,3.8564
14455,3.8564
10190,3.8412
16033,3.8412
16094,3.8397
4761,3.8315
7373,3.8315
11071,3.8257
11912,3.8232
12346,3.8212
14050,3.815
7566,3.8069
13365,3.8048
10182,3.801
14195,3.7992
2663,3.7988
11152,3.7988
2981,3.7951
13283,3.7951
4547,3.7875
10340,3.7858
27,3.7826
1347,3.7826
2818,3.7826
13410,3.7746
14235,3.7746
659,3.7728
14713,3.7649
10637,3.7587
1147,3.7507
8391,3.7507
15085,3.7451
14286,3.7429
13432,3.7373
9471,3.735
15762,3.7279
3490,3.7117
12164,3.7117
1331,3.7061
8471,3.7061
11308,3.7061
11542,3.7061
12307,3.6988
3445,3.6962
12800,3.6946
7722,3.6886
1920,3.681
12303,3.681
10841,3.6773
13242,3.6773
16374,3.6702
12825,3.6677
1730,3.6658
4187,3.6658
4971,3.6583
5793,3.6583
9140,3.656
13519,3.656
11905,3.651
665,3.6508
8338,3.6433
9272,3.6433
14061,3.6433
7716,3.642
2638,3.6416
2819,3.6359
3806,3.6359
6206,3.6359
9244,3.6359
12746,3.635
9856,3.6348
2080,3.6338
12472,3.6305
1406,3.6285
15395,3.6231
6292,3.6137
15197,3.6137
7377,3.6116
6486,3.6084
16593,3.6074
2804,3.6048
12324,3.5978
10157,3.5937
2425,3.5866
9520,3.5846
15373,3.583
10488,3.5774
6869,3.5739
9435,3.5702
14234,3.5651
824,3.5631
10699,3.56
12620,3.56
10713,3.556
13527,3.5533
16226,3.5466
2805,3.5438
544,3.5348
7546,3.5348
6909,3.5334
10504,3.5334
16349,3.5334
8964,3.5312
694,3.5278
7996,3.5278
1179,3.5208
6283,3.5208
11303,3.5208
14636,3.5203
5505,3.5139
7703,3.5139
11012,3.5139
13972,3.5139
14370,3.5073
12013,3.507
12278,3.507
15012,3.507
12585,3.5065
8145,3.5058
246,3.4944
7821,3.4944
17073,3.4944
12097,3.4929
9197,3.4864
10694,3.4864
7267,3.4815
13436,3.4815
1425,3.4795
16409,3.4737
3056,3.4728
7615,3.4728
14336,3.466
5795,3.4548
3193,3.4526
6106,3.4526
4975,3.4459
7384,3.4392
15206,3.4392
810,3.4326
5065,3.4326
6353,3.4326
14783,3.4326
15932,3.4326
16376,3.4326
3382,3.4311
13303,3.4311
12210,3.4249
7206,3.4194
9850,3.4194
5512,3.4128
10991,3.4126
7779,3.4063
9212,3.4063
6787,3.3998
13082,3.3979
13616,3.3943
13592,3.3887
13765,3.3869
13385,3.3868
2455,3.3804
3337,3.374
7780,3.374
15493,3.3702
7187,3.3677
12922,3.3677
15703,3.3677
13304,3.3642
3280,3.3567
13727,3.355
9094,3.3487
16154,3.3473
3526,3.3441
11449,3.3405
11173,3.3361
14893,3.3313
5999,3.3299
11122,3.3228
8482,3.3171
14268,3.3171
557,3.3113
6052,3.3055
12321,3.3053
4351,3.3051
6933,3.299
9675,3.2941
13518,3.2941
15105,3.2941
10580,3.2883
4615,3.2868
10094,3.2827
10588,3.2827
10705,3.2827
16394,3.2827
8040,3.2808
7599,3.277
1157,3.2748
4590,3.2748
11184,3.2748
7695,3.2713
10891,3.2713
8969,3.2687
2275,3.2657
4707,3.2657
12224,3.2657
10487,3.2644
1335,3.2628
10214,3.2628
13382,3.2601
2585,3.2568
16601,3.2568
8303,3.2508
14011,3.2508
14771,3.2508
15504,3.2508
2677,3.2449
11201,3.2449
11801,3.2434
1788,3.239
13130,3.239
3145,3.2331
8915,3.2331
14434,3.2331
9417,3.2323
16547,3.2323
8929,3.2273
11992,3.2268
4925,3.2214
10358,3.2214
10684,3.2213
10979,3.2213
